filename,class,xmin,ymin,xmax,ymax
10_jpg.rf.18ea3f5fb580bd036f23f17d0ef7c8af.jpg,line,63,68,567,160
10_jpg.rf.18ea3f5fb580bd036f23f17d0ef7c8af.jpg,line,61,201,566,292
10_jpg.rf.18ea3f5fb580bd036f23f17d0ef7c8af.jpg,line,68,320,571,449
10_jpg.rf.18ea3f5fb580bd036f23f17d0ef7c8af.jpg,line,70,453,573,582
11_jpg.rf.779f63db7b8aa2ca8d8ff2819a963fe3.jpg,line,67,58,578,163
11_jpg.rf.779f63db7b8aa2ca8d8ff2819a963fe3.jpg,line,68,168,580,280
11_jpg.rf.779f63db7b8aa2ca8d8ff2819a963fe3.jpg,line,65,291,585,422
11_jpg.rf.779f63db7b8aa2ca8d8ff2819a963fe3.jpg,line,68,442,589,576
12_jpg.rf.9aa5bec25c6fc8092bbbe39b680e0e0f.jpg,line,52,67,575,172
12_jpg.rf.9aa5bec25c6fc8092bbbe39b680e0e0f.jpg,line,51,196,574,302
12_jpg.rf.9aa5bec25c6fc8092bbbe39b680e0e0f.jpg,line,52,320,575,426
12_jpg.rf.9aa5bec25c6fc8092bbbe39b680e0e0f.jpg,line,56,438,579,544
13_jpg.rf.54376b94fe6db509b7359195e926f97c.jpg,line,71,67,581,187
13_jpg.rf.54376b94fe6db509b7359195e926f97c.jpg,line,69,205,579,325
13_jpg.rf.54376b94fe6db509b7359195e926f97c.jpg,line,66,311,576,431
13_jpg.rf.54376b94fe6db509b7359195e926f97c.jpg,line,66,446,576,566
14_jpg.rf.be7fcbc04dce7ef270b336c8a9da1b61.jpg,line,56,41,580,175
14_jpg.rf.be7fcbc04dce7ef270b336c8a9da1b61.jpg,line,51,184,598,310
14_jpg.rf.be7fcbc04dce7ef270b336c8a9da1b61.jpg,line,57,343,604,468
14_jpg.rf.be7fcbc04dce7ef270b336c8a9da1b61.jpg,line,53,458,606,616
15_jpg.rf.2104867feeea6543f838b162f2808fe7.jpg,line,113,37,619,237
15_jpg.rf.2104867feeea6543f838b162f2808fe7.jpg,line,114,205,619,388
15_jpg.rf.2104867feeea6543f838b162f2808fe7.jpg,line,117,356,569,577
16_jpg.rf.dad61adac35e60a61499ea3bb5ea4459.jpg,line,25,41,624,236
16_jpg.rf.dad61adac35e60a61499ea3bb5ea4459.jpg,line,31,171,621,296
16_jpg.rf.dad61adac35e60a61499ea3bb5ea4459.jpg,line,28,312,616,437
16_jpg.rf.dad61adac35e60a61499ea3bb5ea4459.jpg,line,28,421,595,568
17_jpg.rf.8dd0da8816e794b0f774aacdc71a5076.jpg,line,25,31,618,174
17_jpg.rf.8dd0da8816e794b0f774aacdc71a5076.jpg,line,27,180,615,280
17_jpg.rf.8dd0da8816e794b0f774aacdc71a5076.jpg,line,25,323,582,429
17_jpg.rf.8dd0da8816e794b0f774aacdc71a5076.jpg,line,23,462,626,598
18_jpg.rf.df633003b7d03e877f325cc9d72a1658.jpg,line,128,30,631,210
18_jpg.rf.df633003b7d03e877f325cc9d72a1658.jpg,line,118,234,626,372
18_jpg.rf.df633003b7d03e877f325cc9d72a1658.jpg,line,122,336,594,539
19_jpg.rf.cdc811d7b43de90a4407fd3293edbe45.jpg,line,26,36,614,187
19_jpg.rf.cdc811d7b43de90a4407fd3293edbe45.jpg,line,27,174,604,323
19_jpg.rf.cdc811d7b43de90a4407fd3293edbe45.jpg,line,26,311,614,449
19_jpg.rf.cdc811d7b43de90a4407fd3293edbe45.jpg,line,27,474,612,610
1_jpg.rf.d83829dc6e6054fba9d5a8a788e67335.jpg,line,45,23,613,161
1_jpg.rf.d83829dc6e6054fba9d5a8a788e67335.jpg,line,42,179,610,317
1_jpg.rf.d83829dc6e6054fba9d5a8a788e67335.jpg,line,42,314,609,452
1_jpg.rf.d83829dc6e6054fba9d5a8a788e67335.jpg,line,34,467,602,605
20_jpg.rf.b2048a10cf00c0fa318f0bdc262f67f8.jpg,line,35,39,617,166
20_jpg.rf.b2048a10cf00c0fa318f0bdc262f67f8.jpg,line,28,191,620,318
20_jpg.rf.b2048a10cf00c0fa318f0bdc262f67f8.jpg,line,33,305,615,427
20_jpg.rf.b2048a10cf00c0fa318f0bdc262f67f8.jpg,line,32,414,614,583
21_jpg.rf.0a56bc065937bc7e92f8d5e0ce65d651.jpg,line,31,57,616,155
21_jpg.rf.0a56bc065937bc7e92f8d5e0ce65d651.jpg,line,26,171,612,298
21_jpg.rf.0a56bc065937bc7e92f8d5e0ce65d651.jpg,line,29,299,615,426
21_jpg.rf.0a56bc065937bc7e92f8d5e0ce65d651.jpg,line,31,432,617,559
22_jpg.rf.fc3619067401ea897a94484c5a75fb88.jpg,line,30,67,617,165
22_jpg.rf.fc3619067401ea897a94484c5a75fb88.jpg,line,31,176,615,323
22_jpg.rf.fc3619067401ea897a94484c5a75fb88.jpg,line,31,326,613,434
22_jpg.rf.fc3619067401ea897a94484c5a75fb88.jpg,line,32,434,614,587
23_jpg.rf.bd85f8d986c400462216b54b6086198b.jpg,line,30,74,613,207
23_jpg.rf.bd85f8d986c400462216b54b6086198b.jpg,line,33,183,607,305
23_jpg.rf.bd85f8d986c400462216b54b6086198b.jpg,line,28,295,608,428
23_jpg.rf.bd85f8d986c400462216b54b6086198b.jpg,line,29,445,610,602
24_jpg.rf.5676590842a382cbd6b9dcb85f0fb694.jpg,line,32,62,612,133
24_jpg.rf.5676590842a382cbd6b9dcb85f0fb694.jpg,line,27,191,614,291
24_jpg.rf.5676590842a382cbd6b9dcb85f0fb694.jpg,line,29,292,614,416
24_jpg.rf.5676590842a382cbd6b9dcb85f0fb694.jpg,line,31,403,613,567
25_jpg.rf.0e47cc891363fa3b654ca7cd97875b19.jpg,line,31,41,617,161
25_jpg.rf.0e47cc891363fa3b654ca7cd97875b19.jpg,line,30,162,615,288
25_jpg.rf.0e47cc891363fa3b654ca7cd97875b19.jpg,line,30,286,611,425
25_jpg.rf.0e47cc891363fa3b654ca7cd97875b19.jpg,line,28,407,611,598
26_jpg.rf.60f64d3ebcfef010095ddebbd0d3a9b4.jpg,line,106,39,157,110
26_jpg.rf.60f64d3ebcfef010095ddebbd0d3a9b4.jpg,line,187,110,225,225
26_jpg.rf.60f64d3ebcfef010095ddebbd0d3a9b4.jpg,line,106,154,160,247
26_jpg.rf.60f64d3ebcfef010095ddebbd0d3a9b4.jpg,line,103,285,172,427
27_jpg.rf.c60c8c6b1e87d832b8b823a39759d2b3.jpg,line,36,27,611,188
27_jpg.rf.c60c8c6b1e87d832b8b823a39759d2b3.jpg,line,35,157,606,353
27_jpg.rf.c60c8c6b1e87d832b8b823a39759d2b3.jpg,line,35,264,605,443
27_jpg.rf.c60c8c6b1e87d832b8b823a39759d2b3.jpg,line,35,413,607,585
28_jpg.rf.e5fe2946528061de5a69d33c1c6e3d8e.jpg,line,39,46,606,150
28_jpg.rf.e5fe2946528061de5a69d33c1c6e3d8e.jpg,line,36,150,602,266
28_jpg.rf.e5fe2946528061de5a69d33c1c6e3d8e.jpg,line,38,292,604,407
28_jpg.rf.e5fe2946528061de5a69d33c1c6e3d8e.jpg,line,35,427,602,549
29_jpg.rf.ad2937a1a76bd119e3f49c6155449443.jpg,line,32,14,608,142
29_jpg.rf.ad2937a1a76bd119e3f49c6155449443.jpg,line,31,176,603,298
29_jpg.rf.ad2937a1a76bd119e3f49c6155449443.jpg,line,36,317,603,425
29_jpg.rf.ad2937a1a76bd119e3f49c6155449443.jpg,line,35,464,604,552
2_jpg.rf.4774472c1c9760254d93c86ed45b0e90.jpg,line,49,58,593,163
2_jpg.rf.4774472c1c9760254d93c86ed45b0e90.jpg,line,55,204,594,301
2_jpg.rf.4774472c1c9760254d93c86ed45b0e90.jpg,line,54,317,602,424
2_jpg.rf.4774472c1c9760254d93c86ed45b0e90.jpg,line,58,457,606,564
30_jpg.rf.a0d81062a584fe635ff041d046bca21c.jpg,line,36,43,605,163
30_jpg.rf.a0d81062a584fe635ff041d046bca21c.jpg,line,37,180,605,301
